,ano_eleicao,nome,nome_urna,numero_sequencial,numero_urna,sigla_uf_nascimento,sigla_partido,numero_partido,tipo_agremiacao,descricao_cargo,despesa_maxima_campanha,idade_data_posse,descricao_cor_raca,descricao_estado_civil,descricao_genero,descricao_grau_instrucao,descricao_nacionalidade,descricao_ocupacao,concorre_reeleicao,declara_bens,descricao_totalizacao_turno
1249420,2010,CANDIDA HELENA MACHADO,PROFESSORA CANDIDA,190000000833,1229.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,,,SUPLENTE
1249421,2010,CARLOS ALBERTO ALMEIDA DE AGUIAR,CARLOS AGUIAR,190000000653,3312.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,SUPLENTE
1249422,2010,CARLOS ALBERTO DA HORA,DA HORA,190000002210,7077.0,PE,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,NAO ELEITO
1249423,2010,CARLOS ALBERTO DA SILVA BRAZ,FILHAO,190000001676,1518.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249424,2010,CARLOS ALBERTO FELICIANO DOS SANTOS,CARLAO DO PSTU,190000000635,1611.0,RJ,PSTU,16,,DEPUTADO FEDERAL,200000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,,,NAO ELEITO
1249425,2010,CARLOS ALBERTO LAVRADO CUPELLO,TIO CARLOS,190000001166,2588.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,VEREADOR,,,SUPLENTE
1249426,2010,CARLOS ALBERTO LOPES,DR. CARLOS ALBERTO,190000000654,3333.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADMINISTRADOR,,,SUPLENTE
1249427,2010,CARLOS ALBERTO MARTINS BORBA,CARLOS BORBA,190000001167,2567.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249428,2010,CARLOS ALBERTO MIRANDA DE MORAES,CARLOS ALBERTO M. DE MORAES,190000001765,4412.0,RJ,PRP,44,,DEPUTADO FEDERAL,800000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249429,2010,CARLOS ALBERTO PEREIRA DE AGUIAR,CARLOS ALBERTO P. DE AGUIAR,190000003655,7074.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,REGISTRO NEGADO ANTES DA ELEICAO
1249430,2010,CARLOS ANTONIO OLIVEIRA DA SILVA,CARLOS SILVA,190000000655,3326.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO",,,SUPLENTE
1249431,2010,CARLOS AUGUSTO ALVES SANTANA,CARLOS SANTANA,190000000144,1301.0,ES,PT,13,,DEPUTADO FEDERAL,0.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DEPUTADO,,,SUPLENTE
1249432,2010,CARLOS AUGUSTO DE PAULA,DR CARLAO MACAE,190000001766,2811.0,RJ,PRTB,28,,DEPUTADO FEDERAL,1000000.0,,,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,MEDICO,,,REGISTRO NEGADO ANTES DA ELEICAO
1249433,2010,CARLOS AUGUSTO PINTO LOUREIRO,CARLOS AUGUSTO DA CIDADE,190000001677,1525.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,JORNALISTA E REDATOR,,,SUPLENTE
1249434,2010,CARLOS CESAR GOMES,DR. CARLAO,190000001678,1588.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,SUPLENTE
1249435,2010,CARLOS CORREIA DOS SANTOS,DR. CARLOS CORREIA,190000001679,1160.0,RJ,PP,11,,DEPUTADO FEDERAL,4000000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,,,SUPLENTE
1249436,2010,CARLOS DAUDT BRIZOLA,BRIZOLA NETO,190000000834,1234.0,RS,PDT,12,,DEPUTADO FEDERAL,950000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DEPUTADO,,,SUPLENTE
1249437,2010,CARLOS EUGENIO SARMENTO COELHO DA PAZ,CARLOS EUGENIO CLEMENTE,190000000656,4019.0,AL,PSB,40,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249438,2010,CARLOS FREDERICO KOHLER,FRED KOHLER,190000000835,1217.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL,,,
1249439,2010,CARLOS HENRIQUE DE CARVALHO,KIQUE CARVALHO,190000001842,6513.0,RJ,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249440,2010,CARLOS HENRIQUE PEREIRA MARTINS,CARLOS HENRIQUE,190000000657,4005.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,,,SUPLENTE
1249441,2010,CARLOS JESUS ONTIVEROS GUARDIA,CARLOS ONTIVEROS,190000000836,1218.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA (NATURALIZADA),MEDICO,,,SUPLENTE
1249442,2010,CARLOS JOSE MOREIRA CATOLICO,CARLAO DA LUZAGUA,190000001168,4511.0,RJ,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249443,2010,CARLOS MORAES COSTA,CARLOS MORAES,190000002501,2205.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249444,2010,CARLOS ROBERTO DA SILVA OLIVEIRA FILHO,SILVA FILHO GRILO,190000001169,2577.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,SUPLENTE
1249445,2010,CARLOS VICENTE NEVES DA SILVA,CARLOS VICENTE,190000002211,7099.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,REPRESENTANTE COMERCIAL,,,NAO ELEITO
1249446,2010,CARLOS VICTOR DA ROCHA MENDES,CARLOS VICTOR,190000000658,4045.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,,,SUPLENTE
1249447,2010,CAROLINA MARIA DIAS GARCEZ,PROF CAROL,190000002212,7048.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,VIUVO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,APOSENTADO (EXCETO SERVIDOR PUBLICO),,,NAO ELEITO
1249448,2010,CASEMIRO VALE DA SILVA,CASEMIRO VALE,190000003305,4311.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR INCOMPLETO,PORTUGUESA COM IGUALDADE DE DIREITOS,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",,,REGISTRO NEGADO ANTES DA ELEICAO
1249449,2010,CATIA DE PAULA,KATHIA ESTRELA,190000000659,3313.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249450,2010,CATIA NUNES DA SILVA,CATIA NUNES,190000002106,3166.0,RJ,PHS,31,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249451,2010,CELIA MARIA DE SOUZA,CELIA DA VOLDAC,190000001680,1131.0,MG,PP,11,,DEPUTADO FEDERAL,4000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249452,2010,CELINA SANTOS DE OLIVEIRA,MINHA,190000002213,7076.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,DIVORCIADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,
1249453,2010,CELSO ALENCAR RAMOS JACOB,CELSO JACOB,190000001681,1508.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ECONOMISTA,,,SUPLENTE
1249454,2010,CELSO ALVES DA COSTA,CELSO COSTA,190000001682,1577.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO ESTADUAL,,,SUPLENTE
1249455,2010,CELSO DE JESUS VILELA,CELSO DE JESUS O BRASILEIRO,190000003612,5071.0,RJ,PSOL,50,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,COMERCIANTE,,,SUPLENTE
1249456,2010,CELSO NOGUEIRA MONTEIRO,CELSO MONTEIRO,190000002214,7060.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,DIVORCIADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,,,REGISTRO NEGADO ANTES DA ELEICAO
1249457,2010,CELSO RODRIGUES DA SILVA TEIXEIRA,CELSO TEIXEIRA,190000003323,4319.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,COMERCIANTE,,,SUPLENTE
1249458,2010,CELSO SILVA DE CARVALHO,CELSO CARVALHO,190000001170,2358.0,RJ,PPS,23,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249459,2010,CESAR AUGUSTO COELHO FERREIRA,CESAR FERREIRA,190000001683,1145.0,RJ,PP,11,,DEPUTADO FEDERAL,4000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249460,2010,CESAR AUGUSTO VIANA DE ARAUJO,PROFESSOR CESAR AUGUSTO,190000002502,2203.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,,,SUPLENTE
1249461,2010,CESAR DE CASTRO HAIACHI,CESAR HAIACHI,190000000837,1244.0,SP,PDT,12,,DEPUTADO FEDERAL,950000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,FISCAL,,,SUPLENTE
1249462,2010,CHARLES COZZOLINO,CHARLES COZZOLINO,190000002107,1426.0,RJ,PTB,14,,DEPUTADO FEDERAL,2000000.0,,,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,
1249463,2010,CHRISTIANO ALVES VIEIRA,CHRIS,190000001684,1599.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249464,2010,CINTIA DANIELA DOURADO PONTES DE AMORIM,CINTIA DO SALAO,190000001767,2807.0,RJ,PRTB,28,,DEPUTADO FEDERAL,1000000.0,,,CASADO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,CABELEIREIRO E BARBEIRO,,,SUPLENTE
1249465,2010,CIPRIANO NOGUEIRA DA SILVA,CIPRIANO NOGUEIRA,190000000660,4066.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249466,2010,CIRLENE DOS SANTOS,CIRLENE DOS SANTOS,190000000838,1231.0,ES,PDT,12,,DEPUTADO FEDERAL,950000.0,,,VIUVO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,ADMINISTRADOR,,,
1249467,2010,CLARINDA DE ALMEIDA,CLARINDA DE ALMEIDA,190000003613,5065.0,RJ,PSOL,50,,DEPUTADO FEDERAL,500000.0,,,VIUVO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249468,2010,CLAUDIA BASTOS FRANCA DO CARMO TAVARES,CLAUDIA FRANCA,190000001769,1718.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249469,2010,CLAUDIA MARIA FERREIRA XAVIER,CLAUDIAF AMADOR,190000003485,4356.0,RJ,PV,43,,DEPUTADO FEDERAL,1500000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO",,,SUPLENTE
1249470,2010,CLAUDIA PERCU CARDOSO,CLAUDIA PERCU,190000002215,7005.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,DIRETOR DE EMPRESAS,,,REGISTRO NEGADO ANTES DA ELEICAO
1249471,2010,CLAUDIO GERALDO AVELAR DE ARAUJO,CLAUDIO AVELAR,190000002108,3610.0,RJ,PTC,36,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,GERENTE,,,SUPLENTE
1249472,2010,CLAUDIO HENRIQUE DOS ANJOS,CLAUDIO HENRIQUE BARACK OBAMA,190000002109,1401.0,RJ,PTB,14,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249473,2010,CLAUDIO JOSE DE OLIVEIRA,CLAUDIO VIGILANTE,190000000145,1320.0,PE,PT,13,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,VIGILANTE,,,SUPLENTE
1249474,2010,CLAUDIO PEDROSA DE OLIVEIRA,PEDROSA,190000000661,4059.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,,,SUPLENTE
1249475,2010,CLAUDIO ROCHA DE SOUZA,DR. CLAUDIO ROCHA,190000003392,6566.0,RJ,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249476,2010,CLAYTON DA SILVA NOVAES,BIMBA,190000001770,1730.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,,,REGISTRO NEGADO ANTES DA ELEICAO
1249477,2010,CLEBER DA SILVA VIEGAS,BINHO,190000000662,3300.0,RJ,PMN,33,,DEPUTADO FEDERAL,800000.0,,,DIVORCIADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,DESPACHANTE,,,SUPLENTE
1249478,2010,CLEBER LUIZ DO REGO,CLEBER LUIZ,190000003163,1066.0,RJ,PRB,10,,DEPUTADO FEDERAL,0.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,,,SUPLENTE
1249479,2010,CLEBER RIBEIRO AFONSO,COMANDANTE RIBEIRO AFONSO,190000002110,3100.0,RJ,PHS,31,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249480,2010,CLEIBE MANGE ESTEVES,CLEIBE DO RIO,190000001685,1553.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249481,2010,CLEITON GONCALVES DE ARAUJO,CLEITON GONCALVES,190000002503,2295.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,VIGILANTE,,,SUPLENTE
1249482,2010,CLEMENTE DA COSTA FONTENELE,CLEMENTE FONTENELE,190000001171,2552.0,RJ,DEM,25,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ECONOMISTA,,,SUPLENTE
1249483,2010,CLEMENTINA DO NASCIMENTO PIRES,NENEUMA PIRES,190000002111,1958.0,RJ,PTN,19,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249484,2010,CLEMIR DA SILVA RAMOS,CLEMIR RAMOS,190000000839,1239.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249485,2010,CLENILCE SILVA DE PAULA,GM CLENILCE (CLEO),190000001686,2015.0,RJ,PSC,20,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249486,2010,CLOVIS DE JESUS SAVALLA CORREA CARVALHO,SAVALLA,190000002504,2219.0,MA,PR,22,,DEPUTADO FEDERAL,3000000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249487,2010,CLOVIS JOSE DOS PASSOS FILHO,CLOVINHO,190000001687,1148.0,RJ,PP,11,,DEPUTADO FEDERAL,4000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249488,2010,CORALIA CALIXTO MACHADO,CORA MACHADO,190000000840,1203.0,AL,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,TRABALHADOR DE FABRICACAO DE ROUPAS,,,SUPLENTE
1249489,2010,CREUZA MARIA DA SILVA,CREUZA MARIA,190000002112,1962.0,PE,PTN,19,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,DONA DE CASA,,,
1249490,2010,CRISTIANE DE BARROS FERNANDES,CRISTIANE DO ARISTEU,190000002505,2208.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249491,2010,CRISTIANO JOSE RODRIGUES DE SOUZA,CRISTIANO,190000002216,7051.0,RJ,PT DO B,70,,DEPUTADO FEDERAL,3000000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,COMERCIANTE,,,NAO ELEITO
1249492,2010,CRISTIANO VIANNA DO NASCIMENTO,CRISTIANO VIANNA,190000001172,4567.0,RJ,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,AUXILIAR DE ESCRITORIO E ASSEMELHADOS,,,SUPLENTE
1249493,2010,CINTIA ALMEIDA DANTAS,CINTIA,190000001173,4504.0,RJ,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,
1249494,2010,DALTRO JACQUES D'ORNELLAS,JACQUES D'ORNELLAS,190000003627,5021.0,RS,PSOL,50,,DEPUTADO FEDERAL,500000.0,,,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,,,SUPLENTE
1249495,2010,DALVA MATTOZINHO SOUZA,DALVA MATTOZINHO,190000001771,1755.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,AUXILIAR DE ESCRITORIO E ASSEMELHADOS,,,SUPLENTE
1249496,2010,DANIEL DE MELLO GOMES,DR DANIEL GOMES,190000000146,1337.0,RJ,PT,13,,DEPUTADO FEDERAL,0.0,,,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249497,2010,DANIEL DE SOUZA BASTOS,DANIEL BASTOS,190000001688,2014.0,RJ,PSC,20,,DEPUTADO FEDERAL,2000000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249498,2010,DANIEL SAMPAIO TOURINHO,DANIEL TOURINHO,190000002113,3636.0,BA,PTC,36,,DEPUTADO FEDERAL,2000000.0,,,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,SUPLENTE
1249499,2010,DARLEI GONCALVES BRAGA,DARLEI,190000001689,1569.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,OUTROS,,,REGISTRO NEGADO ANTES DA ELEICAO
1249500,2010,DAYSE SAYAO TAVORA ESPINDOLA,DAYSE ESPINOLA,190000003864,4014.0,RJ,PSB,40,,DEPUTADO FEDERAL,800000.0,,,SEPARADO(A) JUDICIALMENTE,FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249501,2010,DEBORA DE OLIVEIRA LIMA,DEBORA LIMA,190000004257,5032.0,RJ,PSOL,50,,DEPUTADO FEDERAL,500000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
1249502,2010,DEISE BATISTA TEIXEIRA DOS SANTOS,DEISE VENDE,190000001772,1748.0,RJ,PSL,17,,DEPUTADO FEDERAL,1500000.0,,,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",,,SUPLENTE
1249503,2010,DEISE DA SILVA MENEZES,DEISE MENEZES,190000002114,2788.0,RJ,PSDC,27,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,DONA DE CASA,,,SUPLENTE
1249504,2010,DELFINA MARIA BARROS,DELFINA FINA,190000001174,2395.0,RJ,PPS,23,,DEPUTADO FEDERAL,2000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,,,SUPLENTE
1249505,2010,DEMETRIO MASSAD SOBRINHO,DEMETRIO MASSAD,190000001175,4556.0,RJ,PSDB,45,,DEPUTADO FEDERAL,2000000.0,,,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,MILITAR REFORMADO,,,SUPLENTE
1249506,2010,DENILSON DE PAULA SILVA,DENILSON,190000003416,6580.0,RJ,PC DO B,65,,DEPUTADO FEDERAL,2500000.0,,,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,INDUSTRIAL,,,SUPLENTE
1249507,2010,DENISE BUENO PESSOA,DENISE BUENO,190000001690,1561.0,RJ,PMDB,15,,DEPUTADO FEDERAL,6000000.0,,,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,,,
1249508,2010,DENISE MUNIZ,DENISE MUNIZ,190000003164,1076.0,RJ,PRB,10,,DEPUTADO FEDERAL,0.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,,,SUPLENTE
1249509,2010,DENISE TRINDADE DE OLIVEIRA,DENISE TRINDADE,190000000841,1262.0,RJ,PDT,12,,DEPUTADO FEDERAL,950000.0,,,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,,,
1249510,2010,DIEGO DUTRA TEMOTEO,DIEGO DUTRA,190000002506,2279.0,RJ,PR,22,,DEPUTADO FEDERAL,3000000.0,,,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,PROFESSOR E INSTRUTOR DE FORMACAO PROFISSIONAL,,,SUPLENTE
1249511,2010,DILSON AVELINO DA SILVA,DILSON MAGRINHO,190000000663,3315.0,PI,PMN,33,,DEPUTADO FEDERAL,800000.0,,,SEPARADO(A) JUDICIALMENTE,MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,,,SUPLENTE
